procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3      0 116992   4728 228732    0    0  3632  8077 7654 13027 23 11 18 48  0
 2  2      0 116204   4728 229320    0    0  3720  7218 8394 14277 23  8 21 47  0
 0  2      0 114912   4728 230068    0    0  3025 11520 6237 10700 19 10 22 47  3
 2  2      0 117204   4728 231024    0    0  3464  8000 9428 15074 25 13 21 41  0
 3  2      0 116480   4728 231916    0    0  3704  7571 8112 13569 27 12 19 42  0
 1  5      0 116164   4728 232672    0    0  3640  7778 7598 12673 23 10 19 49  0
 6  2      0 116008   4728 232888    0    0  4224  6955 6189 10232 16  8 10 66  0
 1  1      0 114336   4728 233916    0    0  3376  9860 7956 12896 28 10 18 45  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  2      0 113992   4728 234428    0    0  2856 13647 6081 10228 17  9 24 48  2
 0  2      0 113644   4728 234832    0    0  3608  7781 7070 12266 15  6 14 64  0
 2  0      0 112636   4728 235544    0    0  3016  9361 8162 13691 26 12 22 40  0
 3  2      0 111660   4728 236308    0    0  3416  8799 7811 12795 21 12 20 47  0
 0  2      0 110856   4728 237280    0    0  3264  9776 7606 13128 21 13 20 45  1
 4  3      0 110416   4728 237896    0    0  2576 12133 6562 11172 20  9 23 46  2
 1  3      0 109344   4728 238784    0    0  3256  9293 8458 13463 27 16 21 36  0
 1  4      0 109124   4728 239348    0    0  3760  7532 7179 12398 18 10 19 53  0
 3  0      0 110684   4728 240152    0    0  3216  8253 8368 13714 28 10 21 41  0
 1  2      0 110340   4728 240796    0    0  3696  7636 7968 13371 19 10 18 53  0
 2  1      0 110204   4728 241920    0    0  3496  8285 8312 14083 21 11 17 48  2
 0  1      0 108376   4728 242616    0    0  3304 10719 7979 12607 25 10 20 45  0
 2  2      0 108220   4728 243020    0    0  3656 10199 6275 10237 15 11 22 52  0
 0  4      0 107400   4728 243384    0    0  3848  7254 6651 11245 17 12 15 56  0
 2  3      0 106740   4728 244060    0    0  4376  7158 5718 10171 13  8  9 70  1
 2  1      0 105824   4728 244876    0    0  3168  8223 8055 13121 25 15 19 40  1
 3  2      0 105196   4728 245792    0    0  3120 10929 7041 12256 21 14 18 46  1
 1  3      0 104440   4728 246696    0    0  3856  9816 7746 12909 27  9 19 45  0
 0  4      0 104432   4728 247224    0    0  3200 10697 6988 12154 19  9 23 49  0
 0  5      0 120948   4372 228564    0    0  3336 10213 6741 11214 21 10 24 45  1
 1  1      0 120876   4372 229268    0    0  3816  8161 7062 11633 21  9 13 57  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  5      0 120940   4372 229992    0    0  2808 10118 7415 11806 26 13 22 37  2
 0  3      0 120468   4372 230904    0    0  3304  8767 7807 13355 27  9 18 46  1
 0  3      0 119712   4372 231768    0    0  3504  8940 8256 14243 24 10 19 47  0
 2  2      0 118924   4372 232580    0    0  3804  8592 7297 12763 17 10 19 53  1
 0  2      0 118672   4372 233292    0    0  3304  9121 7356 12305 21 12 21 46  0
 1  3      0 117316   4372 233668    0    0  3208 12389 6335 10466 18 10 15 57  0
 2  3      0 117248   4372 234500    0    0  3720  8153 6866 12106 19 10 17 53  1
 2  2      0 116396   4372 235332    0    0  3360  8756 8189 13736 21 13 16 49  1
 1  1      0 115420   4372 235952    0    0  3464  8124 8609 14156 23 12 21 44  0
 3  4      0 114884   4372 236452    0    0  3888  7839 7261 12652 18  9 17 56  0
 5  2      0 113616   4372 236688    0    0  3096 13418 5932 10102 17  7 19 57  0
 1  0      0 112608   4372 237620    0    0  3416  9232 7941 13172 23 12 18 47  0
 1  2      0 112324   4372 237972    0    0  2864 13741 5921 10384 15 10 20 52  2
 6  1      0 111696   4372 238720    0    0  3008  9494 7855 12899 26 10 25 39  0
 0  3      0 110276   4372 239648    0    0  3120 10039 7811 13654 22 13 20 45  0
 0  6      0 109868   4372 240468    0    0  3200  8841 8556 13685 22 13 21 44  0
 2  2      0 109176   4372 241152    0    0  3936  7938 5629 9753 17  9 10 64  0
 2  2      0 108316   4372 241708    0    0  3208  8998 7007 12185 20 12 18 47  3
 1  2      0 107372   4372 242300    0    0  2944 12056 7523 12599 21 12 19 48  0
 1  4      0 106796   4372 242816    0    0  3952  7190 6940 11739 19  8 12 60  0
 2  1      0 106356   4372 243604    0    0  3536  8570 7390 12199 20 12 17 50  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  2      0 105536   4372 244164    0    0  3304  8953 7722 12783 21 13 18 48  0
 0  0      0 105852   4372 244932    0    0  3728  8015 7511 12693 20  8 17 55  0
 0  2      0 105568   4372 245692    0    0  3272  8901 7801 12948 21 10 20 46  2
 2  1      0 105064   4372 246020    0    0  3328 10647 5557 9607 18  8 17 56  1
 3  1      0 104560   4372 246748    0    0  3696  8711 8446 13958 24 13 18 44  0
